Player,Team,Age,Height,Weight,GP,MIN,STL,BLK,Deflections,ChargesDrawn,Fouls Committed Shoot,Fouls Drawn Off.
Mike Conley,MEM,30.0,73,175,12,373,12,3,26,3,10,5
Mike James,NOP,27.0,73,195,36,686,28,7,55,0,22,5
Mike Muscala,ATL,26.0,83,240,53,1060,31,27,48,0,46,0
Mike Scott,WAS,29.0,80,237,76,1406,23,10,30,1,78,4
Miles Plumlee,ATL,29.0,83,249,55,918,17,30,40,2,39,0
Milos Teodosic,LAC,31.0,77,196,45,1134,23,5,57,8,29,5
Milton Doyle,BKN,24.0,76,180,10,125,6,2,6,0,2,1
Mindaugas Kuzminskas,NYK,28.0,81,215,1,2,0,0,0,0,0,0
Mirza Teletovic,MIL,32.0,81,242,10,159,4,1,2,2,6,0
Monte Morris,DEN,23.0,75,175,3,25,3,0,5,0,0,0
Montrezl Harrell,LAC,24.0,80,240,76,1293,36,52,68,11,86,2
Myke Henry,MEM,25.0,78,210,20,378,31,6,42,0,12,0
Myles Turner,IND,22.0,83,255,65,1836,38,118,104,3,98,7
Nate Wolters,UTA,27.0,76,190,5,19,0,0,2,0,1,1
Naz Mitrou-Long,UTA,24.0,76,218,1,1,0,0,0,0,0,0
Nemanja Bjelica,MIN,30.0,82,230,67,1371,50,16,90,2,68,2
Nene,HOU,35.0,83,250,52,758,28,14,72,2,48,3
Nerlens Noel,DAL,24.0,83,220,30,472,31,22,63,2,26,3
Nick Collison,OKC,37.0,82,255,15,75,0,0,3,1,4,0
Nick Young,GSW,33.0,79,210,80,1393,38,7,64,2,41,8
Nicolas Batum,CHA,29.0,80,200,64,1981,65,23,97,1,22,4
Nicolas Brussino,ATL,25.0,80,195,4,10,0,0,1,0,0,0
Nigel Hayes,SAC,23.0,79,254,9,122,2,3,7,0,5,0
Nik Stauskas,BKN,24.0,78,205,41,523,9,4,19,0,19,2
Nikola Jokic,DEN,23.0,82,250,75,2443,90,61,185,8,80,9
Nikola Mirotic,NOP,27.0,82,238,55,1494,44,39,93,4,53,3
Nikola Vucevic,ORL,27.0,84,260,57,1683,56,62,106,1,92,1
Noah Vonleh,CHI,22.0,81,245,54,876,19,17,31,1,34,3
Norman Powell,TOR,25.0,76,215,70,1062,37,16,77,1,38,1
OG Anunoby,TOR,20.0,80,235,74,1481,52,14,97,2,64,4
Okaro White,CLE,25.0,80,215,6,80,1,1,3,2,4,0
Omari Johnson,MEM,29.0,81,220,4,75,2,0,6,0,4,0
Omer Asik,CHI,31.0,84,255,18,182,2,4,3,0,13,1
Omri Casspi,GSW,30.0,81,225,53,742,18,19,34,0,33,1
Otto Porter Jr.,WAS,25.0,80,198,77,2432,116,41,222,1,72,3
P.J. Tucker,HOU,33.0,78,245,82,2281,78,26,133,11,102,9
PJ Dozier,OKC,21.0,78,205,2,3,0,0,0,0,1,0
Pascal Siakam,TOR,24.0,81,230,80,1654,62,41,116,0,72,1
Pat Connaughton,POR,25.0,77,210,82,1488,23,22,52,1,67,3
Patrick Beverley,LAC,29.0,73,185,11,334,19,5,25,5,8,8
Patrick McCaw,GSW,22.0,79,185,57,961,43,10,72,3,35,3
Patrick Patterson,OKC,29.0,81,230,82,1270,48,23,78,2,38,4
Patty Mills,SAS,29.0,72,185,82,2107,55,11,107,3,44,33
Pau Gasol,SAS,37.0,84,250,77,1812,24,79,30,2,90,2
Paul George,OKC,28.0,81,220,79,2891,161,39,309,5,83,19
Paul Millsap,DEN,33.0,80,246,38,1143,39,44,83,9,57,1
Paul Zipser,CHI,24.0,80,226,54,824,20,15,38,0,40,3
Quincy Acy,BKN,27.0,79,240,70,1359,33,29,100,22,67,9
Quincy Pondexter,CHI,30.0,79,225,23,196,8,2,12,1,11,0
Quinn Cook,GSW,25.0,74,179,33,741,12,1,16,0,21,1
RJ Hunter,HOU,24.0,77,185,5,45,3,0,6,0,2,0
Rajon Rondo,NOP,32.0,73,186,65,1705,70,10,132,2,36,7
Ramon Sessions,WAS,32.0,75,190,28,392,14,2,22,0,12,5
Rashad Vaughn,ORL,21.0,78,202,28,212,5,3,7,0,9,0
Raul Neto,UTA,26.0,73,179,41,498,13,4,19,3,14,6
Raymond Felton,OKC,34.0,73,205,82,1365,49,16,91,2,38,6
Reggie Bullock,DET,27.0,79,205,62,1732,47,13,74,2,37,1
Reggie Hearn,DET,26.0,77,210,3,7,0,0,0,0,0,0
Reggie Jackson,DET,28.0,75,208,45,1201,27,4,58,4,25,8
Richard Jefferson,DEN,38.0,79,233,20,163,2,1,5,0,6,0
Richaun Holmes,PHI,24.0,82,235,48,746,20,29,40,0,48,1
Ricky Rubio,UTA,27.0,76,190,77,2254,121,11,231,8,82,31
Robert Covington,PHI,27.0,81,225,80,2531,137,72,315,1,147,9
Robin Lopez,CHI,30.0,84,277,64,1690,14,53,18,1,59,5
Rodney Hood,CLE,25.0,80,206,60,1615,45,12,64,2,50,7
Rodney McGruder,MIA,26.0,76,200,18,299,8,3,18,0,10,3
Rodney Purvis,ORL,24.0,76,205,16,290,3,3,14,0,15,1
Ron Baker,NYK,25.0,76,220,29,385,26,6,49,0,13,2
Rondae Hollis-Jefferson,BKN,23.0,79,214,68,1921,65,48,126,1,70,17
Royce O'Neale,UTA,25.0,78,226,69,1150,36,16,66,0,39,12
Rudy Gay,SAS,31.0,80,230,57,1231,46,38,92,3,58,3
Rudy Gobert,UTA,26.0,85,245,56,1816,44,129,82,0,74,6
Russell Westbrook,OKC,29.0,75,200,80,2914,147,20,266,5,56,6
Ryan Anderson,HOU,30.0,82,240,66,1725,24,21,38,6,54,2
Ryan Arcidiacono,CHI,24.0,75,195,24,304,13,0,18,4,6,2
Salah Mejri,DAL,32.0,86,235,61,729,22,67,37,11,55,4
Sam Dekker,LAC,24.0,81,230,73,883,24,9,41,0,38,0
Scotty Hopson,DAL,28.0,79,204,1,8,0,0,1,0,0,0
Sean Kilpatrick,CHI,28.0,76,212,52,640,13,5,28,0,21,2
Semi Ojeleye,BOS,23.0,79,235,73,1150,21,4,40,7,38,1
Serge Ibaka,TOR,28.0,82,235,76,2093,29,99,61,2,96,1
Shabazz Muhammad,MIL,25.0,78,221,43,418,9,3,16,2,12,1
Shabazz Napier,POR,26.0,73,175,74,1535,81,14,152,2,34,23
Shane Larkin,BOS,25.0,71,175,54,775,29,2,55,6,20,11
Shaquille Harrison,PHX,24.0,76,190,23,384,26,7,48,0,23,3
Shaun Livingston,GSW,32.0,79,192,71,1129,35,21,56,0,58,2
Shelvin Mack,ORL,28.0,75,203,69,1365,54,8,110,3,43,4
Sindarius Thornwell,LAC,23.0,77,215,73,1156,48,25,78,4,71,13
Skal Labissiere,SAC,22.0,83,225,60,1240,25,49,38,2,65,3
Solomon Hill,NOP,27.0,79,225,12,187,7,1,5,0,16,2
Spencer Dinwiddie,BKN,25.0,78,200,80,2306,68,23,124,2,71,24
Stanley Johnson,DET,22.0,79,245,69,1894,95,14,148,0,75,4
Stephen Curry,GSW,30.0,75,190,51,1631,80,8,138,4,51,5
Sterling Brown,MIL,23.0,78,230,54,776,31,13,51,0,42,2
Steven Adams,OKC,24.0,84,255,76,2487,92,78,173,0,76,4
T.J. Leaf,IND,21.0,82,230,53,459,5,4,10,0,28,0
T.J. McConnell,PHI,26.0,74,190,76,1707,92,13,176,1,58,12
T.J. Warren,PHX,24.0,80,215,65,2142,65,41,124,0,63,6
Taj Gibson,MIN,33.0,81,235,82,2726,62,59,110,0,119,7
Tarik Black,HOU,26.0,81,250,51,537,21,30,34,1,61,2
Taurean Prince,ATL,24.0,80,220,82,2464,85,42,150,10,77,13
Terrance Ferguson,OKC,20.0,79,184,61,763,24,10,42,0,39,2
Terrence Ross,ORL,27.0,79,206,24,600,27,11,51,0,20,2
Terry Rozier,BOS,24.0,74,190,80,2068,80,19,119,3,48,13
Thabo Sefolosha,UTA,34.0,79,220,38,806,52,12,83,0,27,1
Thaddeus Young,IND,30.0,80,230,81,2607,135,36,292,14,78,8
Thomas Bryant,LAL,20.0,82,248,15,72,1,2,3,0,4,0
Thon Maker,MIL,21.0,85,223,74,1238,38,53,66,1,94,4
Tim Frazier,WAS,27.0,73,170,59,838,47,7,63,8,44,9
Tim Hardaway Jr.,NYK,26.0,78,205,57,1885,62,10,83,12,54,13
Tim Quarterman,HOU,23.0,78,190,3,13,0,0,0,0,1,0
Timofey Mozgov,BKN,31.0,85,275,31,359,5,13,7,1,17,0
Timothe Luwawu-Cabarrot,PHI,23.0,78,200,52,807,12,5,34,0,52,7
Tobias Harris,LAC,25.0,81,235,80,2668,71,35,123,1,87,1
Tomas Satoransky,WAS,26.0,79,210,73,1643,52,15,103,5,56,8
Tony Allen,NOP,36.0,76,213,22,273,11,3,19,0,22,3
Tony Bradley,UTA,20.0,82,248,9,29,0,0,0,0,0,0
Tony Parker,SAS,36.0,74,185,55,1071,28,1,35,1,21,2
Tony Snell,MIL,26.0,79,221,75,2053,47,28,96,0,58,2
Torrey Craig,DEN,27.0,78,215,39,629,12,15,17,0,36,4
Travis Wear,LAL,27.0,82,225,17,228,4,5,8,0,17,1
Treveon Graham,CHA,24.0,77,219,63,1050,33,2,51,6,50,13
Trevor Ariza,HOU,33.0,80,215,67,2269,98,13,193,2,34,9
Trevor Booker,IND,30.0,80,228,68,1158,28,21,51,3,51,1
Trey Burke,NYK,25.0,73,191,36,785,24,4,36,0,15,1
Trey Lyles,DEN,22.0,82,234,73,1391,30,34,47,4,79,1
Trey McKinney-Jones,IND,27.0,77,220,1,1,0,0,0,0,0,0
Tristan Thompson,CLE,27.0,81,238,53,1072,16,17,26,0,51,2
Troy Daniels,PHX,26.0,76,205,79,1622,26,5,71,2,57,2
Troy Williams,NYK,23.0,79,218,21,307,20,4,36,0,15,1
Tyler Cavanaugh,ATL,24.0,81,238,39,518,9,4,20,4,25,0
Tyler Dorsey,ATL,22.0,77,183,56,974,17,5,41,0,31,5
Tyler Ennis,LAL,23.0,75,194,54,683,30,10,38,1,33,6
Tyler Johnson,MIA,26.0,76,190,72,2052,60,34,108,6,88,13
Tyler Lydon,DEN,22.0,81,220,1,2,0,0,0,0,0,0
Tyler Ulis,PHX,22.0,70,160,71,1658,70,7,140,3,43,12
Tyler Zeller,MIL,28.0,84,250,66,1108,15,35,26,7,76,2
Tyreke Evans,MEM,28.0,78,220,52,1607,57,17,97,0,47,1
Tyrone Wallace,LAC,24.0,77,198,30,851,27,13,53,0,36,1
Tyson Chandler,PHX,35.0,85,240,46,1151,16,27,33,1,47,4
Tyus Jones,MIN,22.0,74,184,82,1467,95,6,159,7,52,11
Udonis Haslem,MIA,38.0,80,235,14,72,0,2,0,2,2,0
Vander Blue,LAL,25.0,77,200,5,45,1,0,3,0,1,0
Victor Oladipo,IND,26.0,76,210,75,2552,177,57,283,12,71,10
Vince Carter,SAC,41.0,78,220,58,1026,42,26,62,2,59,6
Vincent Hunter,MEM,23.0,80,208,4,7,0,1,0,0,0,0
Wade Baldwin IV,POR,22.0,76,202,7,80,2,1,5,0,3,1
Walt Lemon Jr.,NOP,25.0,75,180,5,35,0,1,0,0,4,1
Wayne Ellington,MIA,30.0,77,200,77,2041,53,8,82,0,56,2
Wayne Selden,MEM,23.0,77,230,35,691,18,5,34,0,19,3
Wes Iwundu,ORL,23.0,79,195,62,1020,33,12,48,3,37,6
Wesley Johnson,LAC,30.0,79,215,74,1486,76,62,147,1,86,3
Wesley Matthews,DAL,31.0,77,220,63,2131,76,16,123,4,62,22
Will Barton,DEN,27.0,78,190,81,2683,82,52,144,0,72,9
Willie Cauley-Stein,SAC,24.0,84,240,73,2044,77,67,138,9,101,7
Willie Reed,DET,28.0,83,245,42,428,9,22,17,11,34,2
Willy Hernangomez,CHA,24.0,83,240,48,494,18,16,40,0,30,1
Wilson Chandler,DEN,31.0,81,225,74,2346,43,39,73,0,68,4
Xavier Munford,MIL,26.0,76,173,6,21,1,0,2,0,3,0
Xavier Rathan-Mayes,MEM,24.0,76,208,5,118,6,3,10,0,8,3
Xavier Silas,BOS,30.0,77,205,2,7,1,0,1,0,0,0
Yogi Ferrell,DAL,25.0,72,180,82,2281,64,9,118,12,65,16
Zach Collins,POR,20.0,84,230,66,1045,17,31,20,1,87,0
Zach LaVine,CHI,23.0,77,185,24,656,24,4,39,0,21,1
Zach Randolph,SAC,36.0,81,250,59,1508,42,10,69,0,47,3
Zaza Pachulia,GSW,34.0,83,270,69,972,38,17,96,0,53,2
Zhou Qi,HOU,22.0,85,210,18,124,2,14,8,0,10,1
