Player,Team,Age,Height,Weight,GP,MIN,STL,BLK,Deflections,ChargesDrawn,Fouls Committed Shoot,Fouls Drawn Off.
Nickeil Alexander-Walker,NOP,22,78,205,46,1007,47,22,103,0,47,11
Nico Mannion,GSW,20,74,190,30,364,16,1,28,1,19,5
Nicolas Batum,LAC,32,80,230,67,1835,69,37,141,5,48,13
Nicolas Claxton,BKN,22,83,215,32,594,23,40,40,0,39,3
Nicolo Melli,DAL,30,81,236,45,566,14,3,38,0,36,1
Nikola Jokic,DEN,26,83,284,72,2488,95,48,199,0,102,5
Nikola Vucevic,CHI,30,83,260,70,2348,65,48,121,1,75,3
Noah Vonleh,BKN,25,82,257,4,11,0,0,2,0,0,0
Norman Powell,POR,28,75,215,69,2205,82,18,156,0,59,11
Norvel Pelle,NYK,28,82,231,13,83,1,9,2,0,8,0
OG Anunoby,TOR,23,79,232,43,1433,66,32,137,1,53,7
Obi Toppin,NYK,23,81,220,62,683,17,15,31,1,32,3
Onyeka Okongwu,ATL,20,80,235,50,601,23,33,37,1,63,2
Oshae Brissett,IND,23,79,210,21,519,19,20,32,1,26,2
Otto Porter Jr.,ORL,28,80,198,28,607,16,4,34,0,20,1
P.J. Tucker,MIL,36,77,245,52,1356,39,20,71,10,61,22
P.J. Washington,CHA,22,79,230,64,1954,69,79,148,1,97,8
PJ Dozier,DEN,24,78,205,50,1088,31,22,64,0,44,10
Pascal Siakam,TOR,27,81,230,56,2006,64,37,104,3,59,10
Pat Connaughton,MIL,28,77,209,69,1575,49,23,67,3,63,11
Patrick Beverley,LAC,32,73,180,37,832,29,28,62,5,43,11
Patrick McCaw,TOR,25,79,181,5,33,2,0,4,0,2,0
Patrick Patterson,LAC,32,80,235,38,582,14,8,20,2,22,3
Patrick Williams,CHI,19,79,215,71,1983,64,46,107,0,59,7
Patty Mills,SAS,32,73,180,68,1685,42,3,86,6,31,23
Paul George,LAC,31,80,220,54,1821,62,24,129,8,49,20
Paul Millsap,DEN,36,79,257,56,1162,51,36,103,5,66,10
Paul Reed,PHI,22,81,210,26,177,10,13,20,0,14,0
Paul Watson,TOR,26,78,210,27,297,6,3,17,1,19,1
Payton Pritchard,BOS,23,73,195,66,1268,37,9,80,3,48,6
Precious Achiuwa,MIA,21,80,225,61,737,20,28,40,1,48,6
Quinn Cook,CLE,28,73,180,23,157,4,1,4,0,6,0
Quinndary Weatherspoon,SAS,24,75,205,20,121,8,2,15,1,12,1
R.J. Hampton,ORL,20,76,175,51,888,21,10,44,1,28,2
RJ Barrett,NYK,21,78,214,72,2511,53,20,107,0,85,13
Rajon Rondo,LAC,35,73,180,45,769,37,4,67,2,12,6
Raul Neto,WAS,29,73,180,64,1403,73,6,114,11,65,37
Ray Spalding,HOU,24,81,225,2,19,0,2,1,0,2,0
Rayjon Tucker,PHI,23,75,209,14,68,2,0,4,2,4,5
Reggie Bullock,NYK,30,78,205,65,1949,52,11,99,1,77,6
Reggie Jackson,LAC,31,74,208,67,1544,41,7,56,0,58,10
Reggie Perry,BKN,21,80,250,26,211,6,6,7,1,25,1
Richaun Holmes,SAC,27,82,235,61,1781,39,96,91,1,119,5
Ricky Rubio,MIN,30,75,190,68,1772,98,4,156,1,37,19
Robert Covington,POR,30,79,209,70,2243,101,84,255,5,117,13
Robert Franks,ORL,24,79,225,7,101,3,3,2,1,6,2
Robert Williams III,BOS,23,80,237,52,985,43,91,80,0,72,1
Robert Woodard II,SAC,21,78,235,13,45,0,3,0,0,4,0
Robin Lopez,WAS,33,84,281,71,1354,15,44,21,3,62,8
Rodions Kurucs,MIL,23,81,228,21,125,9,4,15,0,8,0
Rodney Hood,TOR,28,80,208,55,943,24,7,49,5,37,6
Rodney McGruder,DET,29,76,205,16,194,8,1,14,0,7,2
Romeo Langford,BOS,21,76,216,18,283,6,5,11,4,15,8
Rondae Hollis-Jefferson,POR,26,78,217,11,107,2,4,3,0,8,0
Royce O'Neale,UTA,28,76,226,71,2240,57,32,116,0,87,22
Rudy Gay,SAS,34,80,250,63,1358,45,40,97,2,59,4
Rudy Gobert,UTA,29,85,258,71,2187,40,190,96,4,81,14
Rui Hachimura,WAS,23,80,230,57,1797,44,7,72,1,57,5
Russell Westbrook,WAS,32,75,200,65,2369,89,23,170,7,58,10
Ryan Arcidiacono,CHI,27,75,195,44,450,9,0,23,9,17,19
Saben Lee,DET,22,74,183,48,781,32,13,54,5,36,11
Saddiq Bey,DET,22,79,215,70,1909,52,14,74,0,52,4
Sam Merrill,MIL,25,76,205,30,233,8,1,14,1,7,2
Sean McDermott,MEM,24,78,195,18,158,2,3,3,0,0,0
Sekou Doumbouya,DET,20,80,230,56,869,24,9,47,0,29,3
Semi Ojeleye,BOS,26,78,240,56,950,17,0,20,7,34,11
Serge Ibaka,LAC,31,82,235,41,955,9,47,23,0,40,2
Seth Curry,PHI,30,74,185,57,1638,44,8,81,3,31,8
Shai Gilgeous-Alexander,OKC,22,78,180,35,1180,27,23,66,0,29,4
Shake Milton,PHI,24,77,205,63,1461,39,18,58,2,59,12
Shaquille Harrison,DEN,27,79,190,34,332,17,5,36,0,15,0
Sindarius Thornwell,ORL,26,76,215,21,217,13,2,14,0,6,2
Skylar Mays,ATL,23,76,205,33,269,14,2,29,1,10,1
Solomon Hill,ATL,30,78,226,71,1514,50,11,119,1,57,5
Spencer Dinwiddie,BKN,28,77,215,3,64,2,1,2,0,1,0
Stanley Johnson,TOR,25,78,242,61,1006,52,18,94,0,51,5
Stephen Curry,GSW,33,75,185,63,2152,77,8,134,9,46,14
Sterling Brown,HOU,26,77,219,51,1229,38,12,71,1,58,2
Steven Adams,NOP,27,83,265,58,1604,54,38,86,2,46,5
Svi Mykhailiuk,OKC,24,79,205,66,1324,51,12,76,2,22,9
T.J. Leaf,POR,24,82,222,7,35,2,1,2,0,1,0
T.J. McConnell,IND,29,73,190,69,1796,128,23,245,4,41,22
T.J. Warren,IND,27,80,220,4,117,2,0,6,0,7,2
Tacko Fall,BOS,25,89,311,19,136,1,20,2,0,14,0
Taj Gibson,NYK,36,81,232,45,936,31,49,50,4,50,9
Talen Horton-Tucker,LAL,20,76,234,65,1304,63,21,93,6,54,13
Taurean Prince,CLE,27,79,218,41,905,28,23,58,5,37,10
Terance Mann,LAC,24,77,215,67,1263,29,13,68,0,52,7
Terence Davis,SAC,24,76,201,61,1074,44,14,74,1,44,2
Terrance Ferguson,PHI,23,78,190,13,49,1,0,4,0,4,0
Terrence Ross,ORL,30,78,206,46,1346,47,21,74,0,37,3
Terry Rozier,CHA,27,73,190,69,2383,87,26,143,12,52,25
Thaddeus Young,CHI,33,80,235,68,1652,74,40,147,19,88,25
Thanasis Antetokounmpo,MIL,28,78,219,57,551,22,10,52,2,37,10
Theo Maledon,OKC,20,76,175,65,1778,56,11,86,0,54,4
Theo Pinson,NYK,25,77,212,17,34,0,0,1,0,1,0
Thomas Bryant,WAS,23,82,248,10,271,4,8,12,0,18,3
Thon Maker,CLE,24,84,221,8,76,2,4,2,0,3,0
Tim Frazier,MEM,30,72,170,5,62,2,1,5,0,3,0
Tim Hardaway Jr.,DAL,29,77,205,70,1985,31,11,63,17,52,31
Timothe Luwawu-Cabarrot,BKN,26,79,220,58,1050,33,6,48,4,56,6
Tobias Harris,PHI,28,80,226,62,2014,55,51,86,0,76,1
Tomas Satoransky,CHI,29,79,210,58,1307,40,14,77,1,46,13
Tony Bradley,OKC,23,82,248,42,684,15,30,25,0,32,0
Tony Snell,ATL,29,78,213,47,992,13,11,41,0,41,1
Torrey Craig,PHX,30,79,221,50,803,28,27,72,1,43,5
Trae Young,ATL,22,73,180,63,2125,53,12,88,4,38,15
Tre Jones,SAS,21,73,185,37,269,8,0,18,0,7,1
Tremont Waters,BOS,23,70,175,26,238,15,1,30,0,6,0
Trent Forrest,UTA,23,76,210,30,302,9,4,17,0,9,0
Trevor Ariza,MIA,36,80,215,30,841,31,18,76,5,23,10
Trey Burke,DAL,28,72,185,62,911,36,7,55,1,33,9
Trey Lyles,SAS,25,81,234,23,358,6,1,16,0,10,0
Tristan Thompson,BOS,30,81,254,54,1287,24,33,30,0,68,2
Troy Brown Jr.,CHI,21,78,215,34,523,10,6,26,1,23,4
Ty Jerome,OKC,23,77,195,33,788,20,6,46,0,33,4
Ty-Shon Alexander,PHX,22,75,195,15,47,0,1,2,0,1,0
Tyler Bey,DAL,23,79,215,18,71,0,1,3,0,3,1
Tyler Cook,DET,23,80,255,32,437,8,2,18,0,13,0
Tyler Herro,MIA,21,77,195,54,1635,35,17,58,0,42,4
Tyler Johnson,BKN,29,75,186,39,684,14,0,32,5,26,8
Tyrell Terry,DAL,20,74,160,11,56,5,0,8,1,2,1
Tyrese Haliburton,SAC,21,77,185,58,1746,77,28,124,0,35,1
Tyrese Maxey,PHI,20,74,200,61,936,26,13,53,1,47,2
Tyus Jones,MEM,25,72,196,70,1223,64,6,91,1,10,5
Udoka Azubuike,UTA,21,82,280,15,57,1,4,1,0,7,0
Udonis Haslem,MIA,41,80,235,1,3,0,0,0,1,0,1
Vernon Carey Jr.,CHA,20,81,270,19,115,1,5,3,0,7,1
Victor Oladipo,MIA,29,76,213,33,1080,46,14,98,12,32,21
Vincent Poirier,PHI,27,84,235,10,39,0,3,1,0,7,0
Vlatko Cancar,DEN,24,80,236,41,281,11,2,12,0,10,1
Wayne Ellington,DET,33,76,207,46,1012,18,9,31,0,24,4
Wendell Carter Jr.,ORL,22,82,270,54,1375,35,42,61,3,78,5
Wenyen Gabriel,NOP,24,81,205,21,241,9,8,12,0,16,1
Wes Iwundu,NOP,26,78,195,41,539,15,4,38,0,28,5
Wesley Matthews,LAL,34,76,220,58,1130,38,17,70,3,42,23
Will Barton,DEN,30,78,181,56,1736,50,23,88,2,48,7
Will Magnay,NOP,23,82,234,1,3,0,0,0,0,0,0
Willie Cauley-Stein,DAL,27,84,240,53,906,21,43,55,1,85,8
Willy Hernangomez,NOP,27,83,250,47,846,22,23,37,3,36,4
Xavier Tillman Sr.,MEM,22,80,245,59,1085,44,33,76,0,83,1
Yogi Ferrell,LAC,28,72,178,10,137,7,3,8,0,6,3
Yuta Watanabe,TOR,26,81,215,50,723,26,19,34,1,36,6
Zach LaVine,CHI,26,77,200,58,2034,46,27,77,0,63,2
Zeke Nnaji,DEN,20,81,240,42,397,8,4,22,0,21,1
Zion Williamson,NOP,20,79,284,61,2026,57,39,109,1,72,2
