Player,Team,Age,Height,Weight,GP,MIN,STL,BLK,Deflections,ChargesDrawn,Fouls Committed Shoot,Fouls Drawn Off.
OG Anunoby,TOR,21,80,232,67,1352,46,22,101,3,63,11
Okaro White,WAS,26,80,205,3,6,0,0,0,0,0,0
Omari Spellman,ATL,21,81,245,46,805,26,25,31,0,25,2
Omri Casspi,MEM,31,81,225,36,520,20,9,34,0,18,0
Otto Porter Jr.,CHI,26,80,198,56,1684,82,31,144,3,55,11
P.J. Tucker,HOU,34,78,245,82,2802,132,39,194,24,122,35
PJ Dozier,BOS,22,78,205,6,51,2,0,3,0,1,1
Pascal Siakam,TOR,25,81,230,80,2548,73,52,131,1,75,5
Pat Connaughton,MIL,26,76,209,61,1261,33,25,53,0,47,6
Patrick Beverley,LAC,30,73,185,78,2137,67,43,168,8,92,42
Patrick McCaw,TOR,23,79,185,29,397,23,2,40,0,19,3
Patrick Patterson,OKC,30,81,230,63,861,16,13,17,0,21,7
Patty Mills,SAS,30,72,180,82,1908,49,10,94,9,51,35
Pau Gasol,MIL,38,84,250,30,361,5,15,6,0,17,1
Paul George,OKC,29,81,220,77,2841,170,34,292,5,61,30
Paul Millsap,DEN,34,80,246,70,1895,83,54,148,4,103,13
Quincy Acy,PHX,28,79,240,10,123,1,4,4,4,12,6
Quincy Pondexter,SAS,31,79,230,53,292,11,1,15,0,11,0
Quinn Cook,GSW,26,74,179,74,1059,20,3,34,0,40,1
RJ Hunter,BOS,25,77,185,1,26,1,0,2,0,2,0
Rajon Rondo,LAL,33,73,186,46,1369,57,7,98,6,33,17
Raul Neto,UTA,27,73,179,37,474,14,4,25,2,19,7
Rawle Alkins,CHI,21,77,225,10,120,1,0,2,0,5,0
Ray Spalding,PHX,22,82,215,14,148,9,8,14,0,17,2
Raymond Felton,OKC,35,73,205,33,379,10,6,19,0,18,2
Reggie Bullock,LAL,28,79,205,63,1879,40,12,50,3,59,10
Reggie Jackson,DET,29,75,208,82,2289,55,9,78,7,72,18
Richaun Holmes,PHX,25,82,235,70,1184,42,79,85,0,109,6
Ricky Rubio,UTA,28,76,190,68,1899,91,10,201,4,69,31
Robert Covington,MIN,28,81,225,35,1203,74,47,128,3,60,12
Robert Williams III,BOS,21,82,240,32,283,9,40,15,0,24,0
Robin Lopez,CHI,31,84,275,74,1606,11,78,25,0,59,4
Rodions Kurucs,BKN,21,81,210,63,1294,41,25,107,0,62,5
Rodney Hood,POR,26,80,206,72,1893,59,12,105,4,58,14
Rodney McGruder,LAC,27,76,200,66,1550,36,12,47,3,62,13
Ron Baker,WAS,26,76,220,15,152,6,1,13,0,6,4
Rondae Hollis-Jefferson,BKN,24,79,217,59,1234,44,27,78,2,39,16
Royce O'Neale,UTA,26,78,226,82,1671,54,24,79,1,75,13
Rudy Gay,SAS,32,80,230,69,1842,54,34,126,3,69,13
Rudy Gobert,UTA,27,85,245,81,2577,66,187,127,4,120,24
Russell Westbrook,OKC,30,75,200,73,2629,142,33,226,5,78,15
Ryan Anderson,MIA,31,82,240,25,321,4,1,0,2,13,3
Ryan Arcidiacono,CHI,25,75,200,81,1961,65,4,94,16,67,26
Ryan Broekhoff,DAL,28,79,215,42,454,6,4,9,1,18,7
Salah Mejri,DAL,33,86,235,36,399,10,26,21,12,36,10
Sam Dekker,WAS,25,81,230,47,789,38,7,45,0,22,1
Scott Machado,LAL,29,73,205,4,19,1,0,1,0,2,0
Semi Ojeleye,BOS,24,79,241,56,594,10,4,12,3,24,4
Serge Ibaka,TOR,29,82,235,74,2010,29,103,53,0,91,0
Seth Curry,POR,28,74,185,74,1399,36,12,78,2,40,11
Shabazz Napier,BKN,27,73,180,56,983,41,16,85,1,33,13
Shai Gilgeous-Alexander,LAC,20,78,181,82,2174,96,45,158,1,81,9
Shake Milton,PHI,22,78,207,20,268,8,8,10,0,20,2
Shaquille Harrison,CHI,25,76,190,73,1430,89,30,148,0,61,14
Shaun Livingston,GSW,33,79,192,64,967,31,27,43,0,31,2
Shelvin Mack,CHA,29,75,203,57,1247,47,4,59,3,26,5
Sindarius Thornwell,LAC,24,77,215,64,313,14,7,30,1,17,2
Skal Labissiere,POR,23,83,235,22,176,5,6,8,0,17,1
Solomon Hill,NOP,28,79,225,44,879,23,10,43,1,42,11
Spencer Dinwiddie,BKN,26,78,210,68,1914,40,17,82,1,63,32
Stanley Johnson,NOP,23,79,245,66,1207,60,14,96,0,38,10
Stephen Curry,GSW,31,75,190,69,2331,92,25,166,11,65,23
Sterling Brown,MIL,24,78,232,58,1034,25,8,74,0,42,2
Steven Adams,OKC,25,84,265,80,2669,117,76,179,0,73,13
Svi Mykhailiuk,DET,22,80,205,42,440,14,1,23,2,18,5
T.J. Leaf,IND,22,82,225,58,522,9,19,17,0,23,2
T.J. McConnell,PHI,27,74,190,76,1470,79,17,146,1,47,10
T.J. Warren,PHX,25,80,215,43,1360,51,29,92,1,54,4
Tahjere McCall,BKN,24,77,190,1,8,0,0,1,0,0,2
Taj Gibson,MIN,34,81,232,70,1686,53,39,81,0,81,3
Taurean Prince,ATL,25,80,220,55,1552,53,19,112,5,60,25
Terrance Ferguson,OKC,21,79,190,74,1931,40,16,61,0,106,19
Terrence Jones,HOU,27,81,252,2,5,0,0,0,0,1,0
Terrence Ross,ORL,28,79,206,81,2150,72,29,119,0,56,6
Terry Rozier,BOS,25,73,190,79,1791,68,21,97,3,35,18
Thabo Sefolosha,UTA,35,79,220,50,609,43,5,63,1,20,2
Thaddeus Young,IND,31,80,221,81,2489,123,36,263,23,90,28
Theo Pinson,BKN,23,78,218,18,211,6,0,7,0,6,0
Thomas Bryant,WAS,21,83,248,72,1496,25,67,48,2,61,5
Thomas Welsh,DEN,23,84,255,11,36,0,0,0,0,2,1
Thon Maker,DET,22,85,221,64,972,21,51,36,0,62,4
Tim Frazier,MIL,28,73,170,59,1120,30,5,69,4,47,13
Tim Hardaway Jr.,DAL,27,78,205,65,2057,54,8,83,18,56,31
Timothe Luwawu-Cabarrot,CHI,24,78,210,50,669,19,8,22,1,42,1
Tobias Harris,PHI,26,81,235,82,2848,51,37,87,0,103,5
Tomas Satoransky,WAS,27,79,210,80,2164,82,13,133,2,82,14
Tony Bradley,UTA,21,82,248,3,36,2,2,1,0,4,0
Tony Parker,CHA,37,74,185,56,1003,21,7,30,0,18,3
Tony Snell,MIL,27,79,213,74,1304,26,18,60,0,50,3
Torrey Craig,DEN,28,79,215,75,1503,37,46,75,1,91,8
Trae Young,ATL,20,74,180,81,2503,72,15,103,4,53,27
Treveon Graham,BKN,25,77,225,35,715,13,7,19,5,31,12
Trevon Duval,HOU,20,74,189,3,6,0,0,0,0,0,0
Trevor Ariza,WAS,33,80,215,69,2349,91,21,168,2,57,16
Trey Burke,DAL,26,73,175,58,1125,33,7,54,0,19,5
Trey Lyles,DEN,23,82,234,64,1120,30,23,35,1,54,4
Tristan Thompson,CLE,28,82,238,43,1198,28,16,35,1,34,2
Troy Brown Jr.,WAS,19,79,215,52,730,21,5,40,2,33,3
Troy Caupain,ORL,23,76,210,4,16,1,0,0,0,0,0
Troy Daniels,PHX,27,76,205,51,760,26,5,33,1,30,6
Troy Williams,SAC,24,79,218,21,312,10,8,20,0,20,4
Tyler Cavanaugh,UTA,25,81,238,11,39,0,0,0,0,2,0
Tyler Davis,OKC,22,82,266,1,1,0,0,0,0,0,0
Tyler Dorsey,MEM,23,77,183,48,698,14,2,31,0,30,0
Tyler Johnson,PHX,27,76,190,57,1529,54,27,87,4,54,9
Tyler Lydon,DEN,23,82,225,25,94,2,0,3,0,3,0
Tyler Ulis,CHI,23,70,160,1,1,0,0,0,0,0,0
Tyler Zeller,MEM,29,84,253,6,93,1,3,1,1,9,1
Tyreke Evans,IND,29,78,220,69,1402,58,18,100,4,41,10
Tyrone Wallace,LAC,25,77,198,62,628,21,7,33,0,42,5
Tyson Chandler,LAL,36,85,240,55,875,21,23,29,1,58,2
Tyus Jones,MIN,23,74,196,68,1560,81,5,127,4,32,11
Udonis Haslem,MIA,39,80,235,10,75,0,0,4,2,7,3
Victor Oladipo,IND,27,76,210,36,1147,60,11,101,13,29,22
Vince Carter,ATL,42,78,220,76,1330,44,27,82,6,74,14
Vincent Edwards,HOU,23,80,225,2,16,0,0,0,0,0,0
Wade Baldwin IV,POR,23,76,200,16,94,1,2,8,0,4,1
Walt Lemon Jr.,CHI,26,75,180,6,167,11,1,20,1,5,1
Wayne Ellington,DET,31,77,200,53,1297,54,6,69,0,44,7
Wayne Selden,CHI,24,77,230,75,1439,33,13,50,5,47,10
Wendell Carter Jr.,CHI,20,82,255,44,1110,26,58,53,0,70,5
Wes Iwundu,ORL,24,79,195,68,1233,28,22,62,1,66,5
Wesley Johnson,WAS,31,79,215,38,534,14,12,34,0,33,3
Wesley Matthews,IND,32,77,220,69,2091,54,17,101,7,82,26
Will Barton,DEN,28,78,190,43,1189,18,22,50,0,36,1
Willie Cauley-Stein,SAC,25,84,240,81,2213,96,51,175,2,132,9
Willy Hernangomez,CHA,25,83,240,58,812,16,20,26,0,46,3
Wilson Chandler,LAC,32,81,225,51,1176,25,21,42,0,53,5
Yante Maten,MIA,22,80,240,2,13,1,0,2,0,0,0
Yogi Ferrell,SAC,26,72,180,71,1067,36,4,55,7,28,24
Yuta Watanabe,MEM,24,81,205,15,174,4,1,9,1,7,1
Zach Collins,POR,21,84,235,77,1356,25,66,46,0,94,9
Zach LaVine,CHI,24,77,200,63,2171,60,26,103,0,60,6
Zach Lofton,DET,26,76,180,1,4,1,0,0,0,0,0
Zaza Pachulia,DET,35,83,270,68,878,31,17,70,4,56,7
Zhaire Smith,PHI,20,76,199,6,111,2,2,4,0,5,0
Zhou Qi,HOU,23,85,210,1,1,0,0,0,0,0,0
